被投企业名称 ,资讯标题,简要,发布日期,SENTIMENT,来源,详细资讯,BUSI_TYPE,被投企业id
中国东方航空集团有限公司,东航总经理：东航物流进入IPO前审，争取今年上市,"1月22日，上海市政协常委、中国东方航空集团有限公司总经理、党组副书记、东方航空股份有限公司总经理、党委副书记李养民在市政协十三届四次会议分组活动间隙接受澎湃新闻（www.thepaper.cn）记者采访时透露，东航物流已进入到IPO的前期审核阶段，争取今年上市。
",2021/01/23 14:27,正面信息,澎湃新闻,http://www.thepaper.cn/newsDetail_forward_10905524,CR,91310000MA1FL4B24G
中国东方资产管理股份有限公司,东航总经理：东航物流进入IPO前审，争取今年上市,"1月22日，上海市政协常委、中国东方航空集团有限公司总经理、党组副书记、东方航空股份有限公司总经理、党委副书记李养民在市政协十三届四次会议分组活动间隙接受澎湃新闻（www.thepaper.cn）记者采访时透露，东航物流已进入到IPO的前期审核阶段，争取今年上市。
",2021/01/23 14:27,正面信息,澎湃新闻,http://www.thepaper.cn/newsDetail_forward_10905524,LP,911100007109254543
富士康工业互联网股份有限公司,“果链”崩了？苹果股价创新高 A股2000亿龙头大跌9% 公司紧急回应,"原标题：“果链”崩了？
不过，A股苹果概念指数1月22日整体杀跌，蓝思科技、欧菲光等股价大幅下跌。
美国当地时间1月27日，苹果将发布2021财年第一财季财报。
据媒体报道，摩根士丹利分析师发布研报预估苹果第一财季营收为1082亿美元，远高于市场普遍预期的1026亿美元。
1月初，郭明錤在研报中指出，正向看待iPhone、iPad、Apple Watch与MacBook在2021年的增长。
",2021/01/23 14:18,负面信息,东方财富网,http://finance.eastmoney.com/a/202101231786825191.html,VC,914403003296132911
芜湖长信科技股份有限公司,“果链”崩了？苹果股价创新高 A股2000亿龙头大跌9% 公司紧急回应,"原标题：“果链”崩了？
不过，A股苹果概念指数1月22日整体杀跌，蓝思科技、欧菲光等股价大幅下跌。
美国当地时间1月27日，苹果将发布2021财年第一财季财报。
据媒体报道，摩根士丹利分析师发布研报预估苹果第一财季营收为1082亿美元，远高于市场普遍预期的1026亿美元。
1月初，郭明錤在研报中指出，正向看待iPhone、iPad、Apple Watch与MacBook在2021年的增长。
",2021/01/23 14:18,负面信息,东方财富网,http://finance.eastmoney.com/a/202101231786825191.html,VC,913400007199042708
比亚迪股份有限公司,比亚迪汽车半导体材料搞出“集成ic金牌”,"短短的几个星期内，轿车集成ic紧缺的信息沸反盈天，奥迪车、福特汽车等大型厂已陆续添加“集成ic哭穷”中队。
舆论旋涡以上，中国车规级半导体龙头比亚迪汽车半导体材料搞出“集成ic金牌”。
企业今日回复称，企业生产制造的IGBT集成ic已应用在各产品系列，除知名品牌自购外，早已有出口，沒有“受制于人”难题。
",2021/01/23 14:15,正面信息,创视网,https://guancha.chuangyetv.com/keji/20210123/0123243388.html,VC,91440300192317458F
比亚迪股份有限公司,上市即热销，2020年最火轿车盘点，个个实力派！,"在2020年里，我们迎来了诸多全新以及换代的车型，在众多新车中，一部分优秀产品凭借着自身过硬的实力，在刚刚入市时就在市场中崭露头角，单月销量更是轻松突破万辆大关。
相比同级，第七代伊兰特在外观上，更加激进、更加年轻化，很受年轻人的喜爱。
动力上，有1.5L和1.4T两款发动机，其中1.5L发动机匹配了CVT自动挡，最大功率为115马力，主打省油，工信部给出的综合油耗数据在百公里5.3L左右；而1.4T发动机匹配7速干式双离合变速器，最大功率为140马力，主打性能，零百加速为8.79秒，适合追求驾驶性能的用户。
内饰的用料和做工表现也非常出色，质感远超同价位的合资轿车。
在动力上，提供纯电动和插电式混合动力两种不同动力形式的车型。
",2021/01/23 14:14,负面信息,汽车头条网,https://www.qctt.cn/news/917610,VC,91440300192317458F
鼎晖投资,超20家企业破发、已有机构股东濒临亏损！VC/PE却仍在疯狂抢项目,"“再不快点，就上不了车了！”
另一边厢，在热闹的IPO盛宴中，当初一批被资本热捧的科创板上市企业却在上市后不久表现惨淡。
这意味着，这些破发的科创企业背后的创投机构股东面临着账面可能亏损的窘境。
记者统计数据显示，在目前破发的科创板企业中，约有半数企业2020年前三季度营收和利润同比下滑。
比如，科创板IPO企业天宜上佳以及部分创投机构股东当前的处境就比较尴尬。
",2021/01/23 14:14,负面信息,证券时报网,http://stock.stcn.com/gsdt/202101/t20210123_2766600.html,VR,16eb6ad08b168a6732b14ce4a85b7526
招商银行股份有限公司,银行地产：是否存在低估值陷阱？,"现在都流行核心标的和赛道，摒弃低估值，并且越来越多人在讨论‘低估值陷阱”，确实，存不存在“陷阱”还要看盈利能否匹配估值，那些估值远远脱离盈利能力的行业，何尝不是可能存在“高估值陷阱”？
银行目前低估35%，意味着什么？
分析地产不能不提万科，过去10年万科的盈利能力基本稳定在20%的ROE附近，2XPB估值中枢，按照30%分红率、合理的估值水平是3.5XPB，目前仅1.68XPB，3.6%的股息率。
地产或银行，相对而言，银行更稳妥、地产弹性更大。
",2021/01/23 14:14,负面信息,雪球网,https://xueqiu.com/8785632246/169664552,VC,9144030010001686XA
鼎晖投资,超20家企业破发、已有机构股东濒临亏损！VC/PE却仍在疯狂抢项目,"“再不快点，就上不了车了！”
另一边厢，在热闹的IPO盛宴中，当初一批被资本热捧的科创板上市企业却在上市后不久表现惨淡。
这意味着，这些破发的科创企业背后的创投机构股东面临着账面可能亏损的窘境。
记者统计数据显示，在目前破发的科创板企业中，约有半数企业2020年前三季度营收和利润同比下滑。
比如，科创板IPO企业天宜上佳以及部分创投机构股东当前的处境就比较尴尬。
",2021/01/23 14:14,负面信息,证券时报网,http://stock.stcn.com/gsdt/202101/t20210123_2766600.html,VR,16eb70bb9e1b326f9b5e2b54e1ead698
上海凯赛生物技术股份有限公司,超20家企业破发、已有机构股东濒临亏损！VC/PE却仍在疯狂抢项目,"“再不快点，就上不了车了！”
另一边厢，在热闹的IPO盛宴中，当初一批被资本热捧的科创板上市企业却在上市后不久表现惨淡。
这意味着，这些破发的科创企业背后的创投机构股东面临着账面可能亏损的窘境。
记者统计数据显示，在目前破发的科创板企业中，约有半数企业2020年前三季度营收和利润同比下滑。
比如，科创板IPO企业天宜上佳以及部分创投机构股东当前的处境就比较尴尬。
",2021/01/23 14:14,负面信息,证券时报网,http://stock.stcn.com/gsdt/202101/t20210123_2766600.html,CR,913100007030116706
招商银行股份有限公司,董希淼：对2021年银行业金融科技的展望,"题：《董希淼：对2021年银行业金融科技的展望》
2019年8月，中国人民银行印发《金融科技(FinTech)发展规划(2019-2021年)》(以下简称“《发展规划》”)，构建金融科技“四梁八柱”的顶层设计，明确了金融科技发展方向和任务、路径和边界。
二是设立子公司，加快组织架构迭代升级。
2021年是“十四五”规划的开局之年，也是《发展规划》实施的收官之年，中国金融科技发展仍将处于重大机遇期。
从技术角度看，从移动互联迈向万物互联。
",2021/01/23 14:12,中性信息,中新经纬,http://www.jwview.com/jingwei/html/01-23/376996.shtml,VC,9144030010001686XA
华泰证券（上海）资产管理有限公司,华泰证券-社会服务行业：12月酒店运行情况跟踪，短期疫情反复不影响长期复苏趋势-210123,"日期：2021-01-23 14:05:43研报出处：华泰证券
2. 用户需知，研报资料由网友上传，所有权归上传网友所有，慧博投研资讯仅提供存放服务，慧博投研资讯不保证资料内容的合法性、正确性、完整性、真实性或品质；
3. 任何单位或个人若认为慧博投研资讯所提供内容可能存在侵犯第三人著作权的情形，应该及时向慧博投研资讯提出书面权利通知，并提供身份证明、权属证明及详细侵权情况证明。
",2021/01/23 14:09,负面信息,慧博,http://www.hibor.com.cn/data/02037ffb8fe2d974500570ca55bac9d8.html,LP,91310000312590222J
北京金山云网络技术有限公司,美股指数收在30996.98点，下挫179,"纽约时间周五，美国股票三大股指收市跌涨不一，标普指数500指数小幅度下挫，从历史时间上位下降，而Nasdaq综合性指数值创下历史时间新纪录。
美股指数收在30996.98点，下挫179.03点，下滑0.57%；标普指数500指数在前一买卖日收市创历史时间新纪录后，收在3841.47点，下挫0.30%；受大中型科技股票行情支撑点，Nasdaq指数值收在13543.06点，增涨0.09%，创下历史时间新纪录。
这周，苹果股价总计上涨幅度做到9.4%。
",2021/01/23 14:03,负面信息,创视网,https://zixun.chuangyetv.com/dzsw/20210123/0123243362.html,VC,9111010857121431XA
UBS,美股指数收在30996.98点，下挫179,"纽约时间周五，美国股票三大股指收市跌涨不一，标普指数500指数小幅度下挫，从历史时间上位下降，而Nasdaq综合性指数值创下历史时间新纪录。
美股指数收在30996.98点，下挫179.03点，下滑0.57%；标普指数500指数在前一买卖日收市创历史时间新纪录后，收在3841.47点，下挫0.30%；受大中型科技股票行情支撑点，Nasdaq指数值收在13543.06点，增涨0.09%，创下历史时间新纪录。
这周，苹果股价总计上涨幅度做到9.4%。
",2021/01/23 14:03,负面信息,创视网,https://zixun.chuangyetv.com/dzsw/20210123/0123243362.html,VR,947CCB3EDC22F29DE0532B89170AB052
比亚迪股份有限公司,5个月是以8月17号逐渐算的,"IT之家1月22日信息荣誉资产重组后的第一款型号已经公布。
营销创新的商品方式、品牌文化建设，精英团队组成等层面干了什么调节？
新荣誉现在是老知名品牌，新企业，大家有自身的追求完美和理想。
将来的荣誉，会在全世界最出色的供货小伙伴中间挑选。
全是来源于华为公司，激光切割的全过程到2020年年末早已靠一段落。
",2021/01/23 14:03,中性信息,创视网,https://zixun.chuangyetv.com/dzsw/20210123/0123243363.html,VC,91440300192317458F
佳兆业集团（深圳）有限公司,粤系“房二代”接班图谱 守业跨界画风各异,"图/视觉中国
与出身“草莽”的父辈相比，“房二代”普遍受过优质教育，金融和管理类学位几乎成为“标配”。
正式走马上任后，“房二代”们也展现出全然不同的风格。
不过最为外界所津津乐道的，当数“合生炒股”的战绩。
除了专心致志坚守家族产业，粤系“房二代”中也不乏自立门户、另辟蹊径的。
",2021/01/23 14:03,负面信息,搜狐网,http://v2.sohu.com/a/446306162_115354,VC,91440300715201631K
佳兆业集团(深圳)有限公司,粤系“房二代”接班图谱 守业跨界画风各异,"图/视觉中国
与出身“草莽”的父辈相比，“房二代”普遍受过优质教育，金融和管理类学位几乎成为“标配”。
正式走马上任后，“房二代”们也展现出全然不同的风格。
不过最为外界所津津乐道的，当数“合生炒股”的战绩。
除了专心致志坚守家族产业，粤系“房二代”中也不乏自立门户、另辟蹊径的。
",2021/01/23 14:03,负面信息,搜狐网,http://v2.sohu.com/a/446306162_115354,VC,91440300715201631K
比亚迪股份有限公司,众泰汽车山东省临沂市产业基地一度变成本地大牌明星公司,"在临沂商务厅官在网上，一条有关有公司要与本地汽车企业众泰汽车协作的信息刚公布几日就消失了。
但是，经济观察网新闻记者在1月21日登录该政府门户网站时却发觉，这则公布早已不知所踪，疑被删掉。
众泰汽车总公司铁牛集团已在上年年末宣告破产，在这类状况下，包含众泰汽车临沂市产业基地以内的超百万台生产能力怎样做大做强变成业界关心聚焦点。
其二，众泰汽车征募投资者拥有重大进展。
特别注意的是，在2020年半年度，曾有信息称比亚迪汽车会接盘侠众泰汽车。
",2021/01/23 13:47,负面信息,创视网,https://zixun.chuangyetv.com/xmt/20210123/0123243336.html,VC,91440300192317458F
科沃斯机器人股份有限公司,科沃斯股东会见闻 | 股东减持是正常现象，投资者心态要稳定,"科沃斯机器人股份有限公司主营业务是各类家庭服务机器人、清洁类小家电等智能家用设备及相关零部件的研发、设计、生产与销售,为全球知名的家庭服务机器人制造商之一。
股东会参会登记日当天，浑水调研把参加股东会的资料发往科沃斯指定的电子邮箱，并致电董秘办公室予以确认。
科沃斯的股东会召开地点选择了吴中区的澹台湖大酒店西楼一楼澄湖厅，与科沃斯的总部相距近11公里。
在会议厅的外侧，公司准备了茶点。
答：当然，只是慢慢会有一个过程。
",2021/01/23 13:41,负面信息,搜狐网,https://www.sohu.com/a/446300770_407695,VC,91320500628396530U
中国大地财产保险股份有限公司,中再保(01508-HK)去年保费收入跌1.4%,"龙头大揭秘！
【财华社讯】中国再保险(01508-HK)公布，按照中国企业会计准则，去年经由子公司中国大地财产保险所获得的原保费收入总额约477.51亿元人民币，同比微跌1.38%。
",2021/01/23 13:39,负面信息,金融界,http://hk.jrj.com.cn/2021/01/23133931749195.shtml,CR,91310000755045290C
中兴通讯股份有限公司,中兴通讯(00763-HK)去年盈利跌15%,"龙头大揭秘！
【财华社讯】中兴通讯(00763-HK)公布去年业绩快报，按中国会计准则，营业收入1013.79亿元(人民币.下同)，按年上升11.73%。
盈利43.67亿元，按年下跌15.18%，每股盈利0.95元。
2020年第四季，盈利16.55亿元，按年上升62.21%。
",2021/01/23 13:35,负面信息,金融界,http://hk.jrj.com.cn/2021/01/23133531749184.shtml,VC,9144030027939873X7
中国建筑股份有限公司,能源内参|涉嫌组织企业达成垄断协议 玻璃协会被查；全国人大称机场建设费违法,"【财新网】涉嫌组织企业达成垄断协议  玻璃协会被查
国家市场监管总局网站1月22日消息，近日，市场监管总局根据举报，依法对中国建筑玻璃与工业玻璃协会涉嫌组织部分玻璃企业达成垄断协议行为立案调查。
财新网1月22日报道，针对征收多年的“机场建设费”是否合宪合法，全国人大常委会法工委近日在一份报告中作出回应，称“机场建设费”不违宪，但属违法。
财新网1月22日报道，香港航空市场或将迎来新的入局者，大湾区航空公司（Greater Bay Airlines）正申请合计共104条来往香港与多个境内外城市的航线。
1月22日，62%铁矿石指数报168.6美元/吨，较前一日下跌1.14%。
",2021/01/23 13:26,负面信息,财新网,http://companies.caixin.com/2021-01-23/101654734.html,VC,911100007109351850
中国东方资产管理股份有限公司,能源内参|涉嫌组织企业达成垄断协议 玻璃协会被查；全国人大称机场建设费违法,"【财新网】涉嫌组织企业达成垄断协议  玻璃协会被查
国家市场监管总局网站1月22日消息，近日，市场监管总局根据举报，依法对中国建筑玻璃与工业玻璃协会涉嫌组织部分玻璃企业达成垄断协议行为立案调查。
财新网1月22日报道，针对征收多年的“机场建设费”是否合宪合法，全国人大常委会法工委近日在一份报告中作出回应，称“机场建设费”不违宪，但属违法。
财新网1月22日报道，香港航空市场或将迎来新的入局者，大湾区航空公司（Greater Bay Airlines）正申请合计共104条来往香港与多个境内外城市的航线。
1月22日，62%铁矿石指数报168.6美元/吨，较前一日下跌1.14%。
",2021/01/23 13:26,负面信息,财新网,http://companies.caixin.com/2021-01-23/101654734.html,LP,911100007109254543
深圳市水务投资有限公司,创业板IPO审核3过3！国内知名电子元器件分销商顺利过会,"《电鳗快报》 李笑笑/文
严牌股份专注于环保过滤材料的研发、生产和销售业务，在全球范围提供环保用过滤布和过滤袋等工业过滤关键部件和材料，产品广泛应用于火电、水泥、化工、冶金、采矿、钢铁、垃圾焚烧、食品、医药、环境保护等各行业的工业除尘、废水处理、生产过滤纯化等领域，该公司是我国“过滤分离”材料的主要供应商之一。
根据中汇会计师出具的“中汇会审[2020]5850号”审计报告，最近三年，严牌股份扣除非经常损益后的净利润分别为3696.19万元、5252.80万元和5929.49万元，该公司选择的创业板上市标准为《深圳证券交易所创业板股票上市规则》第2.1.2条第(一)项指标，即“最近两年净利润均为正，且累计净利润不低于人民币5000万元”。
雅创电子是国内知名的电子元器件授权分销商，主要分销东芝、首尔半导体、村田、松下、LG等国际著名电子元器件设计制造商的产品。
《电鳗快报》关注到，深水规院业务主要集中在深圳市场。
",2021/01/23 13:24,正面信息,电鳗快报,http://www.dmkb.net/html/2021/01/121389.html,VC,91440300771621139D
工商银行投资部,坚守岗位 封闭值守——中国电信雄安新区公司保障疫情期间网络畅通,"本报讯 2021年元旦过后，新冠病毒突袭河北。
自1月8日起，中国电信雄安新区公司网络监控组开始执行封闭值班管理。
受疫情影响，河北各地城域网流量猛增，省公司出口设备流量也呈现激增形势。
作为党员先锋队的一员，张雄伟同志主动在此次疫情期间承担起部门值守带班的重任。
",2021/01/23 13:24,中性信息,通信信息报,http://www.txxxb.com/cy/tx/2021/0123/245139.shtml,VR,169c9c90a2b3c6bf6f2b1334528a5f4b
华芯投资管理有限责任公司,十连板“妖股”宜宾纸业巨额减持袭来！大基金要抛售三只芯片股，最高减持近30亿元,"十连板妖股大股东拟大额减持，大基金计划减持3家A股芯片公司，合计减持最高金额近30亿元。
1月22日晚间，宜宾纸业发布股东减持计划公告，持股比例16.67%的大股东四川省铁路产业投资集团有限责任公司（以下简称“四川铁投”）计划减持不超过1061.3万股，不超过总股本的6%。
兆易创新公告，大基金计划减持943万股，不超过公司总股本的2%，目前持股比例为7.31%。
为推动国内半导体产业发展，大基金于2014年9月成立，由华芯投资担任管理人。
中信证券预计，大基金一期未来5-10年会有序退出，退出节奏会兼顾国家战略、投资时间、项目阶段、市场反馈和投资收益。
",2021/01/23 13:13,负面信息,证券时报网,http://stock.stcn.com/gsdt/202101/t20210123_2766579.html,VC,911103023067744718
国开金融有限责任公司,十连板“妖股”宜宾纸业巨额减持袭来！大基金要抛售三只芯片股，最高减持近30亿元,"十连板妖股大股东拟大额减持，大基金计划减持3家A股芯片公司，合计减持最高金额近30亿元。
1月22日晚间，宜宾纸业发布股东减持计划公告，持股比例16.67%的大股东四川省铁路产业投资集团有限责任公司（以下简称“四川铁投”）计划减持不超过1061.3万股，不超过总股本的6%。
兆易创新公告，大基金计划减持943万股，不超过公司总股本的2%，目前持股比例为7.31%。
为推动国内半导体产业发展，大基金于2014年9月成立，由华芯投资担任管理人。
中信证券预计，大基金一期未来5-10年会有序退出，退出节奏会兼顾国家战略、投资时间、项目阶段、市场反馈和投资收益。
",2021/01/23 13:13,负面信息,证券时报网,http://stock.stcn.com/gsdt/202101/t20210123_2766579.html,VC,91110000717825421F
北京兆易创新科技股份有限公司,十连板“妖股”宜宾纸业巨额减持袭来！大基金要抛售三只芯片股，最高减持近30亿元,"十连板妖股大股东拟大额减持，大基金计划减持3家A股芯片公司，合计减持最高金额近30亿元。
1月22日晚间，宜宾纸业发布股东减持计划公告，持股比例16.67%的大股东四川省铁路产业投资集团有限责任公司（以下简称“四川铁投”）计划减持不超过1061.3万股，不超过总股本的6%。
兆易创新公告，大基金计划减持943万股，不超过公司总股本的2%，目前持股比例为7.31%。
为推动国内半导体产业发展，大基金于2014年9月成立，由华芯投资担任管理人。
中信证券预计，大基金一期未来5-10年会有序退出，退出节奏会兼顾国家战略、投资时间、项目阶段、市场反馈和投资收益。
",2021/01/23 13:13,负面信息,证券时报网,http://stock.stcn.com/gsdt/202101/t20210123_2766579.html,CR,91110108773369432Y
四川省宜宾五粮液集团有限公司,十连板“妖股”宜宾纸业巨额减持袭来！大基金要抛售三只芯片股，最高减持近30亿元,"十连板妖股大股东拟大额减持，大基金计划减持3家A股芯片公司，合计减持最高金额近30亿元。
1月22日晚间，宜宾纸业发布股东减持计划公告，持股比例16.67%的大股东四川省铁路产业投资集团有限责任公司（以下简称“四川铁投”）计划减持不超过1061.3万股，不超过总股本的6%。
兆易创新公告，大基金计划减持943万股，不超过公司总股本的2%，目前持股比例为7.31%。
为推动国内半导体产业发展，大基金于2014年9月成立，由华芯投资担任管理人。
中信证券预计，大基金一期未来5-10年会有序退出，退出节奏会兼顾国家战略、投资时间、项目阶段、市场反馈和投资收益。
",2021/01/23 13:13,负面信息,证券时报网,http://stock.stcn.com/gsdt/202101/t20210123_2766579.html,VC,91511500709066998M
卡特彼勒（中国）投资有限公司,价值千金！说4家坚定看好的躺赚公司！,"每天都要强调一下，萝卜君写的成长股价值股，不是让大家直接就去买，毕竟这里面提到的不少公司，我自己都没有持有过！
对于后面大盘走向，萝卜君认为今天主板和创业板又一次分化，创业板继续大涨，主要还是新能源、医药在涨。
板块上，受海外疫情严峻局势影响，今日新冠检测相关的检测试剂、医疗器械板块整体表现比较强势，尽管这些品种会受益于新冠疫情的扩散，但是经过过去一年多的上涨整体估值也比较高了，需要注意风险。
防水在整体建设项目中占比1%，但是重要性比极高，都不愿意出现漏水事情。
萝卜君认为，三一重工的持续性降本增效，在工程机械动力技术成熟原因以外，与数字化+国际化分不开的，智能化是未来的争夺趋势，可以抢占市场的更多份额，未来可期。
",2021/01/23 13:10,正面信息,搜狐网,https://www.sohu.com/a/446297149_514404,VC,91110000625910602W
北京东方雨虹防水技术股份有限公司,价值千金！说4家坚定看好的躺赚公司！,"每天都要强调一下，萝卜君写的成长股价值股，不是让大家直接就去买，毕竟这里面提到的不少公司，我自己都没有持有过！
对于后面大盘走向，萝卜君认为今天主板和创业板又一次分化，创业板继续大涨，主要还是新能源、医药在涨。
板块上，受海外疫情严峻局势影响，今日新冠检测相关的检测试剂、医疗器械板块整体表现比较强势，尽管这些品种会受益于新冠疫情的扩散，但是经过过去一年多的上涨整体估值也比较高了，需要注意风险。
防水在整体建设项目中占比1%，但是重要性比极高，都不愿意出现漏水事情。
萝卜君认为，三一重工的持续性降本增效，在工程机械动力技术成熟原因以外，与数字化+国际化分不开的，智能化是未来的争夺趋势，可以抢占市场的更多份额，未来可期。
",2021/01/23 13:10,正面信息,搜狐网,https://www.sohu.com/a/446297149_514404,VC,91110000102551540H
中国中信有限公司,【盈喜】中信股份(00267-HK)料去年盈利增逾3%,"【財華社訊】中信股份(00267-HK)公布，預期截至2020年12月31日止年度盈利將按年增長不低於3%；去年同期盈利539.03億元。
港交所原文
",2021/01/23 13:07,正面信息,财华社,https://www.finet.hk/newscenter/news_content/600baf70bde0b30d4618f13b,VC,911100007178317092
安信证券股份有限公司,安信证券-新宝股份-002705-出口业务提速，Q4收入超预期-210123,"日期：2021-01-23 13:02:10研报出处：安信证券
1. 用户直接或通过各类方式间接使用慧博投研资讯所提供的服务和数据的行为，都将被视作已无条件接受本声明所涉全部内容；若用户对本声明的任何条款有异议，请停止使用慧博投研资讯所提供的全部服务。
",2021/01/23 13:04,正面信息,慧博,http://www.hibor.com.cn/data/761e23efb62629efd938a243b63176dc.html,VC,91440300792573957K
安信证券股份有限公司,安信证券-海优新材-688680-光伏胶膜领先企业，上市扩产助力再腾飞-210123,"日期：2021-01-23 13:03:15研报出处：安信证券
1. 用户直接或通过各类方式间接使用慧博投研资讯所提供的服务和数据的行为，都将被视作已无条件接受本声明所涉全部内容；若用户对本声明的任何条款有异议，请停止使用慧博投研资讯所提供的全部服务。
",2021/01/23 13:04,正面信息,慧博,http://www.hibor.com.cn/data/330381464fa3284327fe90f8e8d4dbc9.html,VC,91440300792573957K
恒力石化股份有限公司,什么样的催化剂才能使券商板块产生化学反应，开启史无前例的主升浪行情？,"我们人经常犯这样的错误就是一味争取小胜，那不是战略眼光；宁可放弃小胜，而追求大胜才是战略眼光。
为什么最近券商板块反复震荡调整，与大盘指数背离呢？
第五，就是主力机构在等时机成熟，什么样的时机呢？
在过去的历史中中信证券曾经就在金融危机之前曾收购中信建投证券、中信金通证券、华夏基金等实现规模快速扩张。
在美国头部券商历史上同样经历频繁收购兼并事件，如高盛2000年曾收购过纽交所最大的做市商Spear, Leeds, & Kellogg等。
",2021/01/23 13:02,正面信息,雪球网,https://xueqiu.com/1371678824/169658458,VC,912102001185762674
中国中车股份有限公司,什么样的催化剂才能使券商板块产生化学反应，开启史无前例的主升浪行情？,"我们人经常犯这样的错误就是一味争取小胜，那不是战略眼光；宁可放弃小胜，而追求大胜才是战略眼光。
为什么最近券商板块反复震荡调整，与大盘指数背离呢？
第五，就是主力机构在等时机成熟，什么样的时机呢？
在过去的历史中中信证券曾经就在金融危机之前曾收购中信建投证券、中信金通证券、华夏基金等实现规模快速扩张。
在美国头部券商历史上同样经历频繁收购兼并事件，如高盛2000年曾收购过纽交所最大的做市商Spear, Leeds, & Kellogg等。
",2021/01/23 13:02,正面信息,雪球网,https://xueqiu.com/1371678824/169658458,VC,911100007109352226
中国建筑股份有限公司,什么样的催化剂才能使券商板块产生化学反应，开启史无前例的主升浪行情？,"我们人经常犯这样的错误就是一味争取小胜，那不是战略眼光；宁可放弃小胜，而追求大胜才是战略眼光。
为什么最近券商板块反复震荡调整，与大盘指数背离呢？
第五，就是主力机构在等时机成熟，什么样的时机呢？
在过去的历史中中信证券曾经就在金融危机之前曾收购中信建投证券、中信金通证券、华夏基金等实现规模快速扩张。
在美国头部券商历史上同样经历频繁收购兼并事件，如高盛2000年曾收购过纽交所最大的做市商Spear, Leeds, & Kellogg等。
",2021/01/23 13:02,正面信息,雪球网,https://xueqiu.com/1371678824/169658458,VC,911100007109351850
中国中车,什么样的催化剂才能使券商板块产生化学反应，开启史无前例的主升浪行情？,"我们人经常犯这样的错误就是一味争取小胜，那不是战略眼光；宁可放弃小胜，而追求大胜才是战略眼光。
为什么最近券商板块反复震荡调整，与大盘指数背离呢？
第五，就是主力机构在等时机成熟，什么样的时机呢？
在过去的历史中中信证券曾经就在金融危机之前曾收购中信建投证券、中信金通证券、华夏基金等实现规模快速扩张。
在美国头部券商历史上同样经历频繁收购兼并事件，如高盛2000年曾收购过纽交所最大的做市商Spear, Leeds, & Kellogg等。
",2021/01/23 13:02,正面信息,雪球网,https://xueqiu.com/1371678824/169658458,VR,169e2f741f25bd155b7751e497596602
华泰证券（上海）资产管理有限公司,什么样的催化剂才能使券商板块产生化学反应，开启史无前例的主升浪行情？,"我们人经常犯这样的错误就是一味争取小胜，那不是战略眼光；宁可放弃小胜，而追求大胜才是战略眼光。
为什么最近券商板块反复震荡调整，与大盘指数背离呢？
第五，就是主力机构在等时机成熟，什么样的时机呢？
在过去的历史中中信证券曾经就在金融危机之前曾收购中信建投证券、中信金通证券、华夏基金等实现规模快速扩张。
在美国头部券商历史上同样经历频繁收购兼并事件，如高盛2000年曾收购过纽交所最大的做市商Spear, Leeds, & Kellogg等。
",2021/01/23 13:02,正面信息,雪球网,https://xueqiu.com/1371678824/169658458,LP,91310000312590222J
比亚迪股份有限公司,什么样的催化剂才能使券商板块产生化学反应，开启史无前例的主升浪行情？,"我们人经常犯这样的错误就是一味争取小胜，那不是战略眼光；宁可放弃小胜，而追求大胜才是战略眼光。
为什么最近券商板块反复震荡调整，与大盘指数背离呢？
第五，就是主力机构在等时机成熟，什么样的时机呢？
在过去的历史中中信证券曾经就在金融危机之前曾收购中信建投证券、中信金通证券、华夏基金等实现规模快速扩张。
在美国头部券商历史上同样经历频繁收购兼并事件，如高盛2000年曾收购过纽交所最大的做市商Spear, Leeds, & Kellogg等。
",2021/01/23 13:02,正面信息,雪球网,https://xueqiu.com/1371678824/169658458,VC,91440300192317458F
中国移动,成都移动提前调离专业技术人员组成关键保证协作组,"1月22日，成都天府飞机场正式开始试飞，检验北京市第二飞机场的通信、导航条、助航灯光照明、出航操作程序等各种专业能力，为年以内公布航运业做准备。
",2021/01/23 12:56,中性信息,创视网,https://chuangyi.chuangyetv.com/znab/20210123/0123243264.html,VR,169c9c34371b6df92f69c3d456a8fec4
中国移动有限公司,成都移动提前调离专业技术人员组成关键保证协作组,"1月22日，成都天府飞机场正式开始试飞，检验北京市第二飞机场的通信、导航条、助航灯光照明、出航操作程序等各种专业能力，为年以内公布航运业做准备。
",2021/01/23 12:56,中性信息,创视网,https://chuangyi.chuangyetv.com/znab/20210123/0123243264.html,VR,16e59f9adefb76200c8872e421f89e2d
中国东方资产管理股份有限公司,西藏自治区航可保存成都双流机场经营,"1月22日早上10时10分，安装着“十全十美”幸福喻意的四川航空A330“成都市好运号”首先着陆在成都天府机场。
将来，在成都市双核心区运行模式下，销售市场布局可能出現什么转变？
",2021/01/23 12:52,中性信息,创视网,https://chuangyi.chuangyetv.com/swhx/20210123/0123243252.html,LP,911100007109254543
