被投企业名称 ,资讯标题,简要,发布日期,SENTIMENT,来源,详细资讯,BUSI_TYPE,被投企业id
中国科学院沈阳科学仪器股份有限公司,国泰君安证券股份有限公司关于公司本次交易方案部分调整事项构成重大调整之独立财务顾问核查意见,"中科院成都信息技术股份有限公司（以下简称“公司”、“上市公司”）拟通过发行股份及支付现金方式购买成都中科唯实仪器有限责任公司、中国科学院沈阳科学仪器股份有限公司、上海仝励实业有限公司及陈陵等32个股东（以下简称“交易对方”）合计持有的成都瑞拓科技股份有限公司100%股权；同时，公司拟非公开发行股份募集配套资金（以下合称“本次重组”、“本次交易”）。
2020年11月9日，公司召开第三届董事会第十二次会议审议通过了《关于发行股份及支付现金购买资产并募集配套资金暨关联交易的议案》等与本次交易相关的议案。
2021年1月22日，公司召开第三届董事会第十五次会议，审议通过了《关于本次交易方案部分调整事项构成重大调整的议案》等与本次交易相关的议案，对本次交易方案进行了调整。
2021年1月22日，公司召开第三届董事会第十五次会议、第三届监事会第十一次会议，审议通过了《关于本次交易方案部分调整事项构成重大调整的议案》等与本次交易相关的议案，同意上市公司对本次交易方案进行调整。
",2021/01/22 20:53,中性信息,公告,http://static.cninfo.com.cn/finalpage/2021-01-23/1209169471.PDF,VC,912101004105812660
中国科学院沈阳科学仪器股份有限公司,国泰君安证券股份有限公司关于公司本次重组摊薄即期回报之独立财务顾问核查意见,,2021/01/22 20:53,中性信息,公告,http://static.cninfo.com.cn/finalpage/2021-01-23/1209169469.PDF,VC,912101004105812660
北京中科科仪股份有限公司,发行股份及支付现金购买资产并募集配套资金暨关联交易报告书（草案）,"本次募集配套资金拟采用询价方式向不超过35名特定投资者非公开发行股份募集配套资金不超过17,105.77万元。
本次上市公司拟向不超过35名特定投资者非公开发行股份募集配套融资，募集配套资金总额不超过17,105.77万元。
经中国证监会证监许可[2017]949号文核准，中科信息于2017年7月向社会公众公开发行人民币普通股（A股）股票2,500.00万股（每股面值1元），发行价格为每股人民币7.85元，募集资金总额为19,625.00万元。
",2021/01/22 20:53,中性信息,公告,http://static.cninfo.com.cn/finalpage/2021-01-23/1209169467.PDF,CR,91110108722617934K
国科科仪控股有限公司,发行股份及支付现金购买资产并募集配套资金暨关联交易报告书（草案）,"本次募集配套资金拟采用询价方式向不超过35名特定投资者非公开发行股份募集配套资金不超过17,105.77万元。
本次上市公司拟向不超过35名特定投资者非公开发行股份募集配套融资，募集配套资金总额不超过17,105.77万元。
经中国证监会证监许可[2017]949号文核准，中科信息于2017年7月向社会公众公开发行人民币普通股（A股）股票2,500.00万股（每股面值1元），发行价格为每股人民币7.85元，募集资金总额为19,625.00万元。
",2021/01/22 20:53,中性信息,公告,http://static.cninfo.com.cn/finalpage/2021-01-23/1209169467.PDF,VC,91110108MA01H4RN15
联想（北京）有限公司,国泰君安证券股份有限公司关于公司发行股份及支付现金购买资产并募集配套资金暨关联交易之独立财务顾问报告,"本次募集配套资金拟采用询价方式向不超过35名特定投资者非公开发行股份募集配套资金不超过17,105.77万元。
本次上市公司拟向不超过35名特定投资者非公开发行股份募集配套融资，募集配套资金总额不超过17,105.77万元。
经中国证监会证监许可[2017]949号文核准，中科信息于2017年7月向社会公众公开发行人民币普通股（A股）股票2,500.00万股（每股面值1元），发行价格为每股人民币7.85元，募集资金总额为19,625.00万元。
",2021/01/22 20:53,中性信息,公告,http://static.cninfo.com.cn/finalpage/2021-01-23/1209169475.PDF,VC,91110108700000458B
中国科学院沈阳科学仪器股份有限公司,国泰君安证券股份有限公司关于公司本次重组不构成重组上市之独立财务顾问核查意见,"本次交易完成后，上市公司的控股股东及实际控制人仍为国科控股。
",2021/01/22 20:53,负面信息,公告,http://static.cninfo.com.cn/finalpage/2021-01-23/1209169477.PDF,VC,912101004105812660
成都中科唯实仪器有限责任公司,发行股份及支付现金购买资产并募集配套资金暨关联交易报告书（草案）,"本次募集配套资金拟采用询价方式向不超过35名特定投资者非公开发行股份募集配套资金不超过17,105.77万元。
本次上市公司拟向不超过35名特定投资者非公开发行股份募集配套融资，募集配套资金总额不超过17,105.77万元。
经中国证监会证监许可[2017]949号文核准，中科信息于2017年7月向社会公众公开发行人民币普通股（A股）股票2,500.00万股（每股面值1元），发行价格为每股人民币7.85元，募集资金总额为19,625.00万元。
",2021/01/22 20:53,中性信息,公告,http://static.cninfo.com.cn/finalpage/2021-01-23/1209169467.PDF,VC,915101007323523944
成都中科唯实仪器有限责任公司,国泰君安证券股份有限公司关于公司本次交易前12个月内购买、出售资产之独立财务顾问核查意见,,2021/01/22 20:53,负面信息,公告,http://static.cninfo.com.cn/finalpage/2021-01-23/1209169473.PDF,VC,915101007323523944
成都中科唯实仪器有限责任公司,国泰君安证券股份有限公司关于公司本次重组摊薄即期回报之独立财务顾问核查意见,,2021/01/22 20:53,中性信息,公告,http://static.cninfo.com.cn/finalpage/2021-01-23/1209169469.PDF,VC,915101007323523944
成都中科唯实仪器有限责任公司,发行股份及支付现金购买资产并募集配套资金暨关联交易报告书（草案）摘要,"本报告书摘要的目的仅为向公众提供有关本次发行股份及支付现金购买资产并募集配套资金的简要情况，并不包括报告书全文的各部分内容。
",2021/01/22 20:53,中性信息,公告,http://static.cninfo.com.cn/finalpage/2021-01-23/1209169468.PDF,VC,915101007323523944
成都中科唯实仪器有限责任公司,国泰君安证券股份有限公司关于公司本次交易方案部分调整事项构成重大调整之独立财务顾问核查意见,"中科院成都信息技术股份有限公司（以下简称“公司”、“上市公司”）拟通过发行股份及支付现金方式购买成都中科唯实仪器有限责任公司、中国科学院沈阳科学仪器股份有限公司、上海仝励实业有限公司及陈陵等32个股东（以下简称“交易对方”）合计持有的成都瑞拓科技股份有限公司100%股权；同时，公司拟非公开发行股份募集配套资金（以下合称“本次重组”、“本次交易”）。
2020年11月9日，公司召开第三届董事会第十二次会议审议通过了《关于发行股份及支付现金购买资产并募集配套资金暨关联交易的议案》等与本次交易相关的议案。
2021年1月22日，公司召开第三届董事会第十五次会议，审议通过了《关于本次交易方案部分调整事项构成重大调整的议案》等与本次交易相关的议案，对本次交易方案进行了调整。
2021年1月22日，公司召开第三届董事会第十五次会议、第三届监事会第十一次会议，审议通过了《关于本次交易方案部分调整事项构成重大调整的议案》等与本次交易相关的议案，同意上市公司对本次交易方案进行调整。
",2021/01/22 20:53,中性信息,公告,http://static.cninfo.com.cn/finalpage/2021-01-23/1209169471.PDF,VC,915101007323523944
成都中科唯实仪器有限责任公司,国泰君安证券股份有限公司关于公司本次重组不构成重组上市之独立财务顾问核查意见,"本次交易完成后，上市公司的控股股东及实际控制人仍为国科控股。
",2021/01/22 20:53,负面信息,公告,http://static.cninfo.com.cn/finalpage/2021-01-23/1209169477.PDF,VC,915101007323523944
国科科仪控股有限公司,国泰君安证券股份有限公司关于公司发行股份及支付现金购买资产并募集配套资金暨关联交易之独立财务顾问报告,"本次募集配套资金拟采用询价方式向不超过35名特定投资者非公开发行股份募集配套资金不超过17,105.77万元。
本次上市公司拟向不超过35名特定投资者非公开发行股份募集配套融资，募集配套资金总额不超过17,105.77万元。
经中国证监会证监许可[2017]949号文核准，中科信息于2017年7月向社会公众公开发行人民币普通股（A股）股票2,500.00万股（每股面值1元），发行价格为每股人民币7.85元，募集资金总额为19,625.00万元。
",2021/01/22 20:53,中性信息,公告,http://static.cninfo.com.cn/finalpage/2021-01-23/1209169475.PDF,VC,91110108MA01H4RN15
成都中科唯实仪器有限责任公司,国泰君安证券股份有限公司关于公司发行股份及支付现金购买资产并募集配套资金暨关联交易之独立财务顾问报告,"本次募集配套资金拟采用询价方式向不超过35名特定投资者非公开发行股份募集配套资金不超过17,105.77万元。
本次上市公司拟向不超过35名特定投资者非公开发行股份募集配套融资，募集配套资金总额不超过17,105.77万元。
经中国证监会证监许可[2017]949号文核准，中科信息于2017年7月向社会公众公开发行人民币普通股（A股）股票2,500.00万股（每股面值1元），发行价格为每股人民币7.85元，募集资金总额为19,625.00万元。
",2021/01/22 20:53,中性信息,公告,http://static.cninfo.com.cn/finalpage/2021-01-23/1209169475.PDF,VC,915101007323523944
中国科学院控股有限公司,北京市天元律师事务所关于公司发行股份及支付现金购买资产并募集配套资金暨关联交易的补充法律意见（三）,"2020年11月25日，中科仪召开2020年第六次临时股东大会，会议审议通过了《关于出售资产暨关联交易的议案》、《关于提请股东大会授权董事会全权办理本次出售资产暨关联交易相关事宜的议案》等议案，同意中科仪出售其持有的瑞拓科技的股份，并授权董事会具体办理前述事宜。
2021年1月20日，中科仪召开第四届董事会第六次会议，会议审议通过了《关于审议出售资产暨关联交易的议案》。
由于李芷萱未满8周岁，系无民事行为能力人，且无法开立股票账户，其继承的瑞拓科技0.5万股股份由其监护人马晓霞代为管理，并登记于马晓霞名下，该事项已由李广库、田敏均、马晓霞签署《股份继承协议》进行约定，并由辽宁省沈阳市浑南公证处出具《公证书》[（2020）辽沈民字第4806号]对《股份继承协议》进行了公证。
2021年1月22日，中科信息召开第三届董事会第十五次会议，审议通过了本次交易的相关议案，关联董事在表决时对关联交易事项进行了回避，独立董事均发表了事前认可意见及独立意见。
",2021/01/22 20:53,中性信息,公告,http://static.cninfo.com.cn/finalpage/2021-01-23/1209169480.PDF,VC,91110000736450952Q
中国科学院控股有限公司,发行股份及支付现金购买资产并募集配套资金暨关联交易报告书（草案）,"本次募集配套资金拟采用询价方式向不超过35名特定投资者非公开发行股份募集配套资金不超过17,105.77万元。
本次上市公司拟向不超过35名特定投资者非公开发行股份募集配套融资，募集配套资金总额不超过17,105.77万元。
经中国证监会证监许可[2017]949号文核准，中科信息于2017年7月向社会公众公开发行人民币普通股（A股）股票2,500.00万股（每股面值1元），发行价格为每股人民币7.85元，募集资金总额为19,625.00万元。
",2021/01/22 20:53,中性信息,公告,http://static.cninfo.com.cn/finalpage/2021-01-23/1209169467.PDF,VC,91110000736450952Q
成都高新投资集团有限公司,发行股份及支付现金购买资产并募集配套资金暨关联交易报告书（草案）,"本次募集配套资金拟采用询价方式向不超过35名特定投资者非公开发行股份募集配套资金不超过17,105.77万元。
本次上市公司拟向不超过35名特定投资者非公开发行股份募集配套融资，募集配套资金总额不超过17,105.77万元。
经中国证监会证监许可[2017]949号文核准，中科信息于2017年7月向社会公众公开发行人民币普通股（A股）股票2,500.00万股（每股面值1元），发行价格为每股人民币7.85元，募集资金总额为19,625.00万元。
",2021/01/22 20:53,中性信息,公告,http://static.cninfo.com.cn/finalpage/2021-01-23/1209169467.PDF,VC,91510100633110883L
联想（北京）有限公司,发行股份及支付现金购买资产并募集配套资金暨关联交易报告书（草案）,"本次募集配套资金拟采用询价方式向不超过35名特定投资者非公开发行股份募集配套资金不超过17,105.77万元。
本次上市公司拟向不超过35名特定投资者非公开发行股份募集配套融资，募集配套资金总额不超过17,105.77万元。
经中国证监会证监许可[2017]949号文核准，中科信息于2017年7月向社会公众公开发行人民币普通股（A股）股票2,500.00万股（每股面值1元），发行价格为每股人民币7.85元，募集资金总额为19,625.00万元。
",2021/01/22 20:53,中性信息,公告,http://static.cninfo.com.cn/finalpage/2021-01-23/1209169467.PDF,VC,91110108700000458B
中国科学院控股有限公司,董事会关于本次交易履行法定程序的完备性、合规性及提交法律文件的有效性的说明,"中科院成都信息技术股份有限公司（以下简称“公司”）拟通过发行股份及支付现金的方式购买成都瑞拓科技股份有限公司100%股权；同时，公司拟非公开发行股份募集配套资金（以下简称“本次交易”）。
根据《上市公司重大资产重组管理办法》（以下简称“《重组管理办法》”）等相关规定，本次交易涉及发行股份购买资产，需提交中国证监会上市公司并购重组审核委员会审核，本次交易不构成重大资产重组；同时根据《深圳证券交易所创业板股票上市规则》的相关规定，本次交易构成关联交易。
",2021/01/22 20:53,中性信息,公告,http://static.cninfo.com.cn/finalpage/2021-01-23/1209169465.PDF,VC,91110000736450952Q
中国科学院控股有限公司,国泰君安证券股份有限公司关于公司本次重组不构成重组上市之独立财务顾问核查意见,"本次交易完成后，上市公司的控股股东及实际控制人仍为国科控股。
",2021/01/22 20:53,负面信息,公告,http://static.cninfo.com.cn/finalpage/2021-01-23/1209169477.PDF,VC,91110000736450952Q
中国科学院控股有限公司,国泰君安证券股份有限公司关于公司发行股份及支付现金购买资产并募集配套资金暨关联交易之独立财务顾问报告,"本次募集配套资金拟采用询价方式向不超过35名特定投资者非公开发行股份募集配套资金不超过17,105.77万元。
本次上市公司拟向不超过35名特定投资者非公开发行股份募集配套融资，募集配套资金总额不超过17,105.77万元。
经中国证监会证监许可[2017]949号文核准，中科信息于2017年7月向社会公众公开发行人民币普通股（A股）股票2,500.00万股（每股面值1元），发行价格为每股人民币7.85元，募集资金总额为19,625.00万元。
",2021/01/22 20:53,中性信息,公告,http://static.cninfo.com.cn/finalpage/2021-01-23/1209169475.PDF,VC,91110000736450952Q
成都高新投资集团有限公司,国泰君安证券股份有限公司关于公司发行股份及支付现金购买资产并募集配套资金暨关联交易之独立财务顾问报告,"本次募集配套资金拟采用询价方式向不超过35名特定投资者非公开发行股份募集配套资金不超过17,105.77万元。
本次上市公司拟向不超过35名特定投资者非公开发行股份募集配套融资，募集配套资金总额不超过17,105.77万元。
经中国证监会证监许可[2017]949号文核准，中科信息于2017年7月向社会公众公开发行人民币普通股（A股）股票2,500.00万股（每股面值1元），发行价格为每股人民币7.85元，募集资金总额为19,625.00万元。
",2021/01/22 20:53,中性信息,公告,http://static.cninfo.com.cn/finalpage/2021-01-23/1209169475.PDF,VC,91510100633110883L
成都中科唯实仪器有限责任公司,关于本次交易方案部分调整事项构成重大调整的公告,"中科院成都信息技术股份有限公司（以下简称“公司”、“上市公司”）拟通过发行股份及支付现金方式购买成都中科唯实仪器有限责任公司、中国科学院沈阳科学仪器股份有限公司、上海仝励实业有限公司及陈陵等32个股东（以下简称“交易对方”）合计持有的成都瑞拓科技股份有限公司100%股权；同时，公司拟非公开发行股份募集配套资金（以下合称“本次重组”、“本次交易”）。
2020年11月9日，公司召开第三届董事会第十二次会议审议通过了《关于发行股份及支付现金购买资产并募集配套资金暨关联交易的议案》等与本次交易相关的议案。
2021年1月22日，公司召开第三届董事会第十五次会议，审议通过了《关于本次交易方案部分调整事项构成重大调整的议案》等与本次交易相关的议案，对本次交易方案进行了调整。
2021年1月22日，公司召开第三届董事会第十五次会议、第三届监事会第十一次会议，审议通过了《关于本次交易方案部分调整事项构成重大调整的议案》等与本次交易相关的议案，同意上市公司对本次交易方案进行调整。
",2021/01/22 20:53,中性信息,公告,http://static.cninfo.com.cn/finalpage/2021-01-23/1209169453.PDF,VC,915101007323523944
中国科学院沈阳科学仪器股份有限公司,关于公司第三届董事会第十五次会议相关议题的独立董事事前认可意见,"一、本次重组的交易对方中，成都中科唯实仪器有限责任公司、中国科学院沈阳科学仪器股份有限公司与公司系同一控制下关联企业，与公司存在关联关系。
因此，本次交易构成关联交易。
三、本次交易符合公司的发展战略，本次交易完成后，瑞拓科技将成为公司的全资子公司，瑞拓科技的相关烟草领域的市场资源价值和烟草检测技术可以为公司带来技术的发展和销售额的增长，并为将来进行资本运作预留空间，有利于加快打造出中国烟草信息化领域的领军企业；有利于公司的长远发展，符合公司全体股东的利益。
四、同意将本次交易的相关议案提交公司第三届董事会第十五次会议进行审议和表决，关联董事在审议涉及关联交易的议案时应回避表决。
",2021/01/22 20:53,中性信息,公告,http://static.cninfo.com.cn/finalpage/2021-01-23/1209169461.PDF,VC,912101004105812660
成都中科唯实仪器有限责任公司,关于公司第三届董事会第十五次会议相关议题的独立董事事前认可意见,"一、本次重组的交易对方中，成都中科唯实仪器有限责任公司、中国科学院沈阳科学仪器股份有限公司与公司系同一控制下关联企业，与公司存在关联关系。
因此，本次交易构成关联交易。
三、本次交易符合公司的发展战略，本次交易完成后，瑞拓科技将成为公司的全资子公司，瑞拓科技的相关烟草领域的市场资源价值和烟草检测技术可以为公司带来技术的发展和销售额的增长，并为将来进行资本运作预留空间，有利于加快打造出中国烟草信息化领域的领军企业；有利于公司的长远发展，符合公司全体股东的利益。
四、同意将本次交易的相关议案提交公司第三届董事会第十五次会议进行审议和表决，关联董事在审议涉及关联交易的议案时应回避表决。
",2021/01/22 20:53,中性信息,公告,http://static.cninfo.com.cn/finalpage/2021-01-23/1209169461.PDF,VC,915101007323523944
中国科学院沈阳科学仪器股份有限公司,关于本次交易方案部分调整事项构成重大调整的公告,"中科院成都信息技术股份有限公司（以下简称“公司”、“上市公司”）拟通过发行股份及支付现金方式购买成都中科唯实仪器有限责任公司、中国科学院沈阳科学仪器股份有限公司、上海仝励实业有限公司及陈陵等32个股东（以下简称“交易对方”）合计持有的成都瑞拓科技股份有限公司100%股权；同时，公司拟非公开发行股份募集配套资金（以下合称“本次重组”、“本次交易”）。
2020年11月9日，公司召开第三届董事会第十二次会议审议通过了《关于发行股份及支付现金购买资产并募集配套资金暨关联交易的议案》等与本次交易相关的议案。
2021年1月22日，公司召开第三届董事会第十五次会议，审议通过了《关于本次交易方案部分调整事项构成重大调整的议案》等与本次交易相关的议案，对本次交易方案进行了调整。
2021年1月22日，公司召开第三届董事会第十五次会议、第三届监事会第十一次会议，审议通过了《关于本次交易方案部分调整事项构成重大调整的议案》等与本次交易相关的议案，同意上市公司对本次交易方案进行调整。
",2021/01/22 20:53,中性信息,公告,http://static.cninfo.com.cn/finalpage/2021-01-23/1209169453.PDF,VC,912101004105812660
天通控股股份有限公司,亚光科技：股东天通控股、嘉兴锐联等合计减持约2859万股，减持计划时间已过半,"每日经济新闻2021-01-22 20:51:37
",2021/01/22 20:51,负面信息,每经网,http://www.nbd.com.cn/articles/2021-01-22/1607264.html,CR,91330000710969078C
海尔集团,第四届董事会2021年第1次临时会议决议公告,审议表决了以下议案：《关于公司董事会换届选举的议案》，《关于规范运作情况自查报告的议案》，《关于提请召开临时股东大会的议案》。,2021/01/22 20:51,中性信息,公告,http://static.cninfo.com.cn/finalpage/2021-01-23/1209169928.PDF,VR,B22BCB5D9CF5131CE0532D89170A30CC
比亚迪股份有限公司,比亚迪股份(01211)股东吕向阳合共解除质押900万股,"2021年1月22日 20:48:38查看PDF原文
智通财经APP讯，比亚迪股份(01211)发布公告，该公司于近日接到公司持股5%以上的股东吕向阳函告，获悉其所持有本公司的部分股份解除质押。
据悉，本次解除质押股份数量合计900万股，占其所持股份比例3.76%，占公司总股本比例0.33%。
",2021/01/22 20:50,中性信息,智通财经,https://www.zhitongcaijing.com/content/detail/398613.html,VC,91440300192317458F
天津中环半导体股份有限公司,哪些是2021年单晶硅概念股？,"1月22日盘后分析，单晶硅概念报涨，上机数控10.001%领涨，宇晶股份、隆基股份、晶盛机电、中环股份等个股跟涨。
",2021/01/22 20:49,中性信息,南方财富网,http://www.southmoney.com/fenxi/202101/8698192.html,VC,911200001034137808
北京东方雨虹防水技术股份有限公司,2021年新型建筑材料股票有那些？新型建筑材料概念龙头股一览,"新型建筑材料概念报涨，东方雨虹（53.03，4.82，9.998%）领涨，国瓷材料(50.75，2.52，5.225%)、天晟新材(7.33，0.31，4.416%)、光威复材(95.97，3.39，3.662%)等跟涨。
",2021/01/22 20:49,中性信息,南方财富网,http://www.southmoney.com/fenxi/202101/8698218.html,VC,91110000102551540H
华友钴业,2021年基本金属概念上市公司有哪些？,"1月22日收盘分析，基本金属概念报涨，华友钴业领涨，中矿资源、锡业股份、洛阳钼业、厦门信达等跟涨。
(4)洛阳钼业：本公司目前拥有铜、钴、钼、钨、铌、磷及金等独特稀缺的产品组合，且各资源品种均具有领先的行业优势，资源品种覆盖了基本金属、稀有金属和贵金属，同时通过磷资源介入农业应用领域。
",2021/01/22 20:49,中性信息,南方财富网,http://www.southmoney.com/fenxi/202101/8697406.html,VR,1698fdfe3662aebbe2baabe4f929d0f4
华友钴业,2021年矿业股票有那些？矿业概念龙头股一览,"1月22日盘后分析，矿业概念报涨，盛新锂能10.004%领涨，贝瑞基因、川能动力、雅化集团、赣锋锂业等股票跟涨。
",2021/01/22 20:49,中性信息,南方财富网,http://www.southmoney.com/fenxi/202101/8697968.html,VR,1698fdfe3662aebbe2baabe4f929d0f4
隆基绿能科技股份有限公司,哪些是2021年单晶硅概念股？,"1月22日盘后分析，单晶硅概念报涨，上机数控10.001%领涨，宇晶股份、隆基股份、晶盛机电、中环股份等个股跟涨。
",2021/01/22 20:49,中性信息,南方财富网,http://www.southmoney.com/fenxi/202101/8698192.html,VC,916101167101813521
山东国瓷功能材料股份有限公司,2021年新型建筑材料股票有那些？新型建筑材料概念龙头股一览,"新型建筑材料概念报涨，东方雨虹（53.03，4.82，9.998%）领涨，国瓷材料(50.75，2.52，5.225%)、天晟新材(7.33，0.31，4.416%)、光威复材(95.97，3.39，3.662%)等跟涨。
",2021/01/22 20:49,中性信息,南方财富网,http://www.southmoney.com/fenxi/202101/8698218.html,VC,91370000774151590H
科大讯飞股份有限公司,季报“基秘”：这只一年赚超70%的基金是怎么做到的？,"来源：博道基金
公募基金的2020四季度报告已陆续披露，小博家今天也已披露完毕。
风险提示：基金的过往业绩并不代表其将来表现，基金管理人管理的其他基金的业绩亦不构成对本基金业绩表现的保证，基金收益存在波动风险。
上面的博道“嘉”系列三个产品的股票仓位上限均为80%，以成立最早的博道嘉泰回报为例，其2020年股票持仓情况为一季度末69.04%、二季度末72.06%、三季度末76.81%、四季度末75.45%。
但特别需要指出的是，“嘉”系列3只产品的股票持仓都比较灵活，嘉泰回报30%-80%，嘉瑞和嘉元均为35%-80%，尽管这类混合基金可以比较灵活的调整仓位，但他们并不是每次市场的波动都会在仓位上做出响应，其“定力”同样重要。
",2021/01/22 20:49,正面信息,新浪网,https://finance.sina.com.cn/money/fund/jjzl/2021-01-22/doc-ikftssan9700723.shtml,VC,91340000711771143J
华工科技产业股份有限公司,华工科技：公司控股股东通过公开征集转让方式协议转让公司股份事项获得武汉市国资委批复。,"华工科技：公司控股股东通过公开征集转让方式协议转让公司股份事项获得武汉市国资委批复。
",2021/01/22 20:45,中性信息,新浪网,http://zhibo.sina.com.cn/1987026,CR,91420000714584749G
中国移动,2021选股准星瞄向哪儿？四季报曝光基金经理“新战场” 部分基金经理港股仓位已占半数,"随着2020年四季报的相继披露，公募基金行业中各位明星基金经理的最新重仓情况也浮出水面。
基金四季报显示，去年底腾讯控股、港交所、美团、华润啤酒等多只港股已进入多只基金前十大重仓股之列。
不过，另一方面，值得一提的是，张坤同样也开始将相当比例的仓位投向港股市场。
此外，同样大幅增持港股的还有工银瑞信基金明星基金经理袁芳。
",2021/01/22 20:45,正面信息,财联社,https://www.cls.cn/detail/670444,VR,169c9c34371b6df92f69c3d456a8fec4
中国移动有限公司,2021选股准星瞄向哪儿？四季报曝光基金经理“新战场” 部分基金经理港股仓位已占半数,"随着2020年四季报的相继披露，公募基金行业中各位明星基金经理的最新重仓情况也浮出水面。
基金四季报显示，去年底腾讯控股、港交所、美团、华润啤酒等多只港股已进入多只基金前十大重仓股之列。
不过，另一方面，值得一提的是，张坤同样也开始将相当比例的仓位投向港股市场。
此外，同样大幅增持港股的还有工银瑞信基金明星基金经理袁芳。
",2021/01/22 20:45,正面信息,财联社,https://www.cls.cn/detail/670444,VR,16e59f9adefb76200c8872e421f89e2d
中国国际海运集装箱（集团）股份有限公司,向海图强！揭秘亚洲最大的深海智能网箱！,"向海图强的梦想，更近了!
重任在肩，大国重器经海渔业有着怎样的“前世今生”？
从诞生那天起，经海渔业就被寄予了深切厚望。
经海渔业渔服事业部经理卢晓介绍了经海渔业成立的背景。
在卢晓的介绍下，亚洲最大的深海智能网箱模样逐渐清晰。
",2021/01/22 20:44,中性信息,澎湃新闻,https://m.thepaper.cn/baijiahao_10901331,CR,91440300618869509J
中国国际海运集装箱(集团)股份有限公司,向海图强！揭秘亚洲最大的深海智能网箱！,"向海图强的梦想，更近了!
重任在肩，大国重器经海渔业有着怎样的“前世今生”？
从诞生那天起，经海渔业就被寄予了深切厚望。
经海渔业渔服事业部经理卢晓介绍了经海渔业成立的背景。
在卢晓的介绍下，亚洲最大的深海智能网箱模样逐渐清晰。
",2021/01/22 20:44,中性信息,澎湃新闻,https://m.thepaper.cn/baijiahao_10901331,VC,91440300618869509J
华友钴业,华友钴业2020年预计净利10.77亿-12.68亿 新能源锂电材料需求快速增长,"挖贝网1月22日，华友钴业（603799）发布2020年年度业绩预告：预计2020年度实现归属于上市公司股东的净利润在107,660万元到126,809万元之间。
",2021/01/22 20:44,正面信息,挖贝网,http://wabei.cn/Home/News/154466,VR,1698fdfe3662aebbe2baabe4f929d0f4
天通控股股份有限公司,亚光科技：关于部分股东减持计划减持时间过半的公告,"3、截至2021年1月22日，本次减持计划期间，天通股份及其一致行动人海宁东方天力创新产业投资合伙企业（有限合伙）累计已通过集中竞价交易方式减持10,075,590股，占公司总股本的1%。
",2021/01/22 20:43,负面信息,公告,http://disc.static.szse.cn/download/disc/disk02/finalpage/2021-01-22/9190fe92-85d4-4dc3-b12a-b440cc155f0e.PDF,CR,91330000710969078C
华工科技产业股份有限公司,关于公司控股股东通过公开征集转让方式协议转让公司股份事项获得武汉市国资委批复的公告,"2020年12月24日，公司控股股东武汉华中科技大产业集团有限公司（下称“产业集团”）与武汉国恒科技投资基金合伙企业（有限合伙）（下称“国恒基金”）签署了附生效条件的《股份转让协议》，约定产业集团向国恒基金转让所持有的华工科技191,045,514股股份，占华工科技总股本的19.00%，转让价格为人民币22.46元/股，合计转让价款为人民币4,290,882,244.44元。
2021年1月22日，华工科技接到本次股权转让事项受让方国恒基金通知，国恒基金收到其实际控制人武汉市国有资产监督管理委员会（下称“武汉市国资委”）下达的《关于国恒基金受让华工科技股份的回复意见》（武国资产权[2021]2号）。
",2021/01/22 20:42,中性信息,公告,http://static.cninfo.com.cn/finalpage/2021-01-23/1209169448.PDF,CR,91420000714584749G
比亚迪股份有限公司,这家大厂订单饱满，HDI/FPC产品订单排期紧张,"来源：集微网
在显示领域应用方面，中京电子表示，公司PCB产品在新型显示等细分市场领域拥有较强的竞争优势和客户认可度。
",2021/01/22 20:42,中性信息,搜狐网,https://www.sohu.com/a/446186177_610448,VC,91440300192317458F
顺丰控股股份有限公司,2020年四季度公募重仓股出炉 细数“抱团”了哪些股？,"2020年公募基金四季报披露接近尾声，公募基金的重仓股组合也浮出水面。
根据天相投顾的数据，在基金重仓的前十大重仓股名单中，贵州茅台依然稳居第一大重仓股。
在减持方面，立讯精密成为榜单中的第一名，四季度被减持了88.09亿。
",2021/01/22 20:41,负面信息,财联社,https://www.cls.cn/detail/670434,VC,91340500150660397M
广州越秀金融控股集团有限公司,5家上市券商预计2020年净利润同比增长均超50%   三大逻辑助行业维持高景气度,"本报记者 张颖
近日，券商板块有所异动，备受各方关注。
接受《证券日报》记者采访的把脉投资总经理许琼娜表示，从四方面数据中可以看出，首先，2020年全市场成交金额206.06万亿元，同比增加62.3%。
与此同时，伊洛投资总经理许传华告诉《证券日报》记者，历史上看，券商板块作为市场行情的发动机，一般在大的行情启动初期会比较活跃，行情中后期，随着业绩的提升也会有所表现。
对于券商行业未来的业绩表现，许琼娜预计，未来上市券商的业绩将会继续向好。
",2021/01/22 20:40,正面信息,证券日报,http://www.zqrb.cn/stock/redian/2021-01-22/A1611315653836.html,LP,91440101190479672H
国元证券股份有限公司,5家上市券商预计2020年净利润同比增长均超50%   三大逻辑助行业维持高景气度,"本报记者 张颖
近日，券商板块有所异动，备受各方关注。
接受《证券日报》记者采访的把脉投资总经理许琼娜表示，从四方面数据中可以看出，首先，2020年全市场成交金额206.06万亿元，同比增加62.3%。
与此同时，伊洛投资总经理许传华告诉《证券日报》记者，历史上看，券商板块作为市场行情的发动机，一般在大的行情启动初期会比较活跃，行情中后期，随着业绩的提升也会有所表现。
对于券商行业未来的业绩表现，许琼娜预计，未来上市券商的业绩将会继续向好。
",2021/01/22 20:40,正面信息,证券日报,http://www.zqrb.cn/stock/redian/2021-01-22/A1611315653836.html,VC,91340000731686376P
